facilityid,name,address,city,county,state,zip,capacity,type,securelvl,status,ice_facility,flood_risk_rating,flood_risk,confidence,distance,depth_cm_100_year_flood,heat_risk_rating,heat_risk,hist_90,hist_105,late45_90,late45_105,late85_90,late85_105,paris_90,paris_105,wildfire_risk_rating,wildfire_risk,mean_percentile
10006471,FAULKNER COUNTY DETENTION FACILITY UNIT II,500 S GERMAN LN,CONWAY,FAULKNER,AR,72032,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,78.2737,7.48421,119.526,46.6947,144.811,85.0842,113.642,39.9053,1,minimal,33
10006417,GARLAND COUNTY DETENTION CENTER,3564 ALBERT PIKE ROAD,HOT SPRINGS,GARLAND,AR,71913,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.0357884818519258,0,4,Severe,79.2844,8.46789,120.826,47.2752,146.55,86.3394,114.615,40.7706,3,moderate,84
10005374,LAPD DEVONSHIRE AREA JAIL,10250 ETIWANDA AVENUE,NORTHRIDGE,LOS ANGELES,CA,91325,-999,LOCAL,NOT AVAILABLE,CLOSED,N,1,Minimal,high,0,0,3,Major,29.3613,0.0403361,64.8891,1.94286,94.3496,12.3445,56.5714,1.07731,1,minimal,6
10000724,YOUTH FORESTRY CAMP #2,STATE HIGHWAY 534,WHITE HAVEN,CARBON,PA,18661,49,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,1,Low,5.04839,0,30.0484,1.64516,62.4355,12.9355,24.2419,0.645161,1,minimal,49
10006415,HEMPSTEAD COUNTY JAIL,312 S WASHINGTON ST,HOPE,HEMPSTEAD,AR,71801,100,COUNTY,MAXIMUM,OPEN,N,1,Minimal,medium-high,0.021961326581858055,0,4,Severe,89.5385,10.5385,131.778,55.6496,155.342,96.0598,125.718,48.1624,1,minimal,17
10006688,GARLAND COUNTY JUVENILE DETENTION CENTER,222 WOODBINE,HOT SPRINGS,GARLAND,AR,71901,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.08821966932364823,0,4,Severe,79.2844,8.46789,120.826,47.2752,146.55,86.3394,114.615,40.7706,1,minimal,38
10006414,HOT SPRING COUNTY JAIL,1 DETENTION LANE,MALVERN,HOT SPRING,AR,72104,50,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.1968923288513891,0,4,Severe,83.6667,8.40625,125.698,48.5521,150.469,88.6875,119.448,41.8229,1,minimal,44
10006474,HOWARD COUNTY DETENTION FACILITY,101 ISAAC PERKINS BLVD,NASHVILLE,HOWARD,AR,71852,41,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,81.3214,8.78571,124.298,50.1905,149.571,90.2381,118.214,43.0357,1,minimal,66
10003106,ABRAXAS YOUTH CENTER,10058 SOUTH MOUNTAIN RD,SOUTH MOUNTAIN,FRANKLIN,PA,17261,72,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,2,Moderate,16.9145,0,57.4872,7.20513,89.0513,28.3675,51.0684,4.4188,1,minimal,39
10006416,GREENE COUNTY DETENTION CENTER,1809 N ROCKINGCHAIR RD,PARAGOULD,GREENE,AR,72450,418,COUNTY,MAXIMUM,OPEN,N,1,Minimal,medium-high,0.08250319225771914,0,4,Severe,69.5976,5.2561,114.037,41.8537,137.72,76.8537,108.427,35.4878,1,minimal,64
10006641,SOUTH MOUNTAIN SECURE TREATMENT UNIT,10056 SOUTH MOUNTAIN ROAD,SOUTH MOUNTAIN,FRANKLIN,PA,17261,48,STATE,JUVENILE,OPEN,N,1,Minimal,high,0,0,2,Moderate,16.9145,0,57.4872,7.20513,89.0513,28.3675,51.0684,4.4188,1,minimal,39
10003610,WHITE RIVER JUVENILE DETENTION FACILITY,105 COUNTY YARD ROAD,BATESVILLE,INDEPENDENCE,AR,72501,52,COUNTY,JUVENILE,CLOSED,N,1,Minimal,medium-high,0.04682163980562535,0,4,Severe,68.3529,4.97479,111.866,38.3782,137.328,74.5042,106.193,32.1513,1,minimal,75
10000061,IZARD COUNTY DETENTION CENTER,300 CIRCLE DR,MELBOURNE,IZARD,AR,72556,38,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,61.7889,3.75556,105.622,35.0222,132.567,70.1889,100.156,29.1444,3,moderate,83
10006259,LAWRENCE COUNTY JAIL / SHERIFF,501 W ELM,WALNUT RIDGE,LAWRENCE,AR,72476,-999,COUNTY,NOT AVAILABLE,OPEN,N,10,Extreme,medium,0.37565482452033316,186,4,Severe,70.4699,5.61446,114.157,42.2892,138.084,77.3373,108.458,36.241,1,minimal,47
10006475,JEFFERSON COUNTY JAIL,300 E. 2ND AVENUE,PINE BLUFF,JEFFERSON,AR,71601,315,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,84.3047,7.74219,126.844,47.1641,150.32,87.6172,120.594,39.8281,1,minimal,19
10006644,ABRAXAS LEADERSHIP DEVELOPMENT PROGRAM,10058 SOUTH MOUNTAIN ROAD,SOUTH MOUNTAIN,FRANKLIN,PA,17261,128,STATE,JUVENILE,OPEN,N,1,Minimal,medium,0.10949091537326998,0,2,Moderate,16.9145,0,57.4872,7.20513,89.0513,28.3675,51.0684,4.4188,1,minimal,39
10006689,LITTLE RIVER COUNTY JAIL,351 N. 2ND STREET,ASHDOWN,LITTLE RIVER,AR,71822,-999,COUNTY,MAXIMUM,OPEN,N,1,Minimal,medium-high,0.017862041671557038,0,4,Severe,94.3721,11.314,136.105,61.1047,158.686,100.791,130.372,53.2209,1,minimal,58
10003087,SEXUAL RESPONSIBILITY AND TREATMENT PROGRAM,121 LONGVIEW DR,TORRANCE,WESTMORELAND,PA,15779,64,STATE,JUVENILE,OPEN,N,1,Minimal,medium,0.14283816414520967,0,1,Low,8.5503,0,46.4911,3.95858,82.1538,21.4911,39.2308,1.86391,1,minimal,28
10003071,NEW CASTLE YOUTH DEVELOPMENT CENTER,"1745 FREW MILL RD, RR 6, BOX 21A",NEW CASTLE,LAWRENCE,PA,16101,100,STATE,JUVENILE,CLOSED,N,1,Minimal,high,0,0,1,Low,10.06,0,47.94,4.34,82.86,21.98,40.64,1.94,1,minimal,33
10003086,SCI CRESSON,301 CORRECTION ROAD,CRESSON,CAMBRIA,PA,16699,1450,STATE,MEDIUM,CLOSED,N,1,Minimal,high,0,0,1,Low,2,0,26.1379,0.603448,60.0172,10.0172,19.8879,0.0862069,1,minimal,49
10006260,LOGAN COUNTY JAIL / SHERIFF,508 WEST GROBER STREET,PARIS,LOGAN,AR,72855,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.024681773354937812,0,4,Severe,83.4112,12.243,123.224,55.2897,147.776,91.6075,117.327,49.2804,4,major,89
10000086,MILLER COUNTY JAIL,2300 EAST ST,TEXARKANA,MILLER,AR,71854,-999,COUNTY,NOT AVAILABLE,OPEN,N,9,Extreme,medium,0.12067711058975877,64,4,Severe,96.8211,11.4947,137.779,61.5684,159.926,101.347,132.189,53.8421,1,minimal,58
10006412,LONOKE COUNTY JAIL,440 DEE DEE LN,LONOKE,LONOKE,AR,72086,-999,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,4,Severe,77.9508,6.18852,121.238,43.1885,146.139,83.0328,115.074,36.2787,1,minimal,41
10006262,MARION COUNTY JAIL / SHERIFF,221 RANDOLPH RD,YELLVILLE,MARION,AR,72687,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,56.5426,2.52128,101.809,31.1596,129.479,67.3617,96.0426,24.8723,4,major,86
10003089,SCI GREENSBURG,165 SCI LANE,GREENSBURG,WESTMORELAND,PA,15601,1143,STATE,MEDIUM,CLOSED,N,1,Minimal,high,0,0,1,Low,8.5503,0,46.4911,3.95858,82.1538,21.4911,39.2308,1.86391,1,minimal,31
10002777,HOWARD COUNTY DETENTION CENTER,3611 W. HWY 80,BIG SPRING,HOWARD,TX,79720,96,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,73.8504,0,120.598,11.2835,152.496,55.8661,115.732,6.43307,4,major,90
10006690,LANTZ LURRY JUVENILE DETENTION CENTER,2200 BANKS RD,TEXARKANA,MILLER,AR,71854,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,4,Severe,96.8211,11.4947,137.779,61.5684,159.926,101.347,132.189,53.8421,1,minimal,54
10006263,MONROE COUNTY JAIL,200 SOUTH MAIN STREET,CLARENDON,MONROE,AR,72029,40,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.01547567210767527,0,4,Severe,77.6667,6.35484,121.527,43.3656,145.473,81.4086,115.462,36.2258,1,minimal,27
10002743,HOPKINS COUNTY JAIL,298 ROSEMONT,SULPHUR SPRINGS,HOPKINS,TX,75482,192,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.035262767746329984,0,4,Severe,94.5424,8.77966,137.322,58.3729,159.508,99.8644,131.636,49.678,1,minimal,19
10000845,SHAFTER MODIFIED COMMUNITY CORRECTIONAL FACILITY,1150 EAST ASH AVENUE,SHAFTER,KERN,CA,93263,640,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,55.1169,0.577778,91.8403,8.93004,116.4,28.4584,84.6321,6.02634,4,major,90
10006901,HARBOR AREA JAIL,2175 S JOHN S GIBSON BLVD,SAN PEDRO,LOS ANGELES,CA,90731,-999,LOCAL,NOT AVAILABLE,CLOSED,N,3,Moderate,medium,0.24554422160397305,0,3,Major,29.3613,0.0403361,64.8891,1.94286,94.3496,12.3445,56.5714,1.07731,1,minimal,6
10006691,MONTGOMERY COUNTY JAIL,105 HWY 270 EAST,MOUNT IDA,MONTGOMERY,AR,71957,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.04521666330366269,0,4,Severe,75.5741,8.30556,117.657,47.537,144.269,86.2037,111.389,41.0463,3,moderate,83
10002825,HOUSTON COUNTY JAIL,700A SOUTH 4TH STREET,CROCKETT,HOUSTON,TX,75835,224,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,107.725,10.1236,148.966,66.0506,170.596,108.146,143.983,57.0899,1,minimal,54
10006692,NEVADA COUNTY JAIL,209 EAST 3RD STREET SOUTH,PRESCOTT,NEVADA,AR,71857,80,COUNTY,MAXIMUM,OPEN,N,1,Not Available,low,3.385098008046151,0,4,Severe,92.75,11.7717,133.739,57.7065,156.652,97.7609,127.815,50.3261,1,minimal,45
10006264,NEWTON COUNTY JAIL / SHERIFF,300 NORTH SPRING ST,JASPER,NEWTON,AR,72641,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,77.6667,6.35484,121.527,43.3656,145.473,81.4086,115.462,36.2258,3,moderate,83
10006477,PERRY COUNTY DETENTION CENTER,511 APLIN AVENUE,PERRYVILLE,PERRY,AR,72126,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,81.7711,9.61446,122.265,50.1687,147.301,88.6386,116.12,43.6627,1,minimal,73
10006479,PIKE COUNTY JAIL,305 INDUSTRIAL PARK DR,MURFREESBORO,PIKE,AR,71958,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,78.4086,8.35484,121.204,47.5914,147.075,87.4194,114.968,40.7204,1,minimal,74
10006265,POINSETT COUNTY DETENTION CENTER,1500 JUSTICE DR,HARRISBURG,POINSETT,AR,72432,-999,COUNTY,MAXIMUM,OPEN,N,1,Minimal,medium,0.10160620473974254,0,4,Severe,76.1171,6.25225,119.658,46.027,142.369,81.6036,114.027,39.5045,1,minimal,51
10006410,POPE COUNTY JAIL,3 EMERGENCY LN,RUSSELLVILLE,POPE,AR,72802,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,67.2283,6.38583,109.921,40.1339,137.402,77.7008,104.039,34,1,minimal,47
10002809,HUDSPETH COUNTY JAIL,525 N WILSON AVE,SIERRA BLANCA,HUDSPETH,TX,79851,119,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,3,Major,42.2934,0,98.2488,4.28725,134.535,20.722,92.4178,2.52995,1,minimal,65
10000843,DELANO MODIFIED COMMUNITY CORRECTIONAL FACILITY,2727 WEST INDUSTRY ROAD,DELANO,KERN,CA,93215,578,LOCAL,MEDIUM,OPEN,N,6,Major,high,0,45,4,Severe,55.1169,0.577778,91.8403,8.93004,116.4,28.4584,84.6321,6.02634,4,major,87
10006693,PRAIRIE COUNTY DETENTION CENTER,200 COURT HOUSE SQUARE #101,DES ARC,PRAIRIE,AR,72040,50,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.02260880967085378,0,4,Severe,78.82,6.71,121.75,44.24,145.85,82.74,115.78,37.32,1,minimal,46
10000074,PULASKI COUNTY REGIONAL DETENTION FACILITY,3201 W ROOSEVELT RD,LITTLE ROCK,PULASKI,AR,72204,1000,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,4,Severe,81.2414,7.91379,122.784,47.7845,147.457,86.9569,116.776,40.9914,1,minimal,49
10006409,RANDOLPH COUNTY JAIL,1510 PACE ROAD,POCAHONTAS,RANDOLPH,AR,72455,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,66.6526,4.87368,111.105,40.7368,135.432,75.7158,105.558,34.6842,1,minimal,47
10006267,SAINT FRANCIS COUNTY DETENTION CENTER,313 SOUTH IZARD,FORREST CITY,ST. FRANCIS,AR,72336,120,COUNTY,NOT AVAILABLE,OPEN,N,3,Moderate,medium,0.4723039138667444,0,4,Severe,77.41,6.19,121.58,45.36,144.58,82.01,115.77,38.55,1,minimal,39
10006482,ANAHEIM DETENTION FACILITY,425 S HARBOR BLVD,ANAHEIM,ORANGE,CA,92805,120,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,12.7391,0,53.6087,1.25217,93.4522,10.5304,42.7652,0.634783,1,minimal,6
10006407,SCOTT COUNTY DETENTION CENTER,190 W 1ST STREET,WALDRON,SCOTT,AR,72958,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,78.8731,9.87313,120.134,50.8507,146.015,88.3284,114.104,44.3657,2,low,80
10002734,HUNT COUNTY DETENTION CENTER,2801 STUART ST,GREENVILLE,HUNT,TX,75401,393,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,96.3058,9.47107,137.62,60.6446,159.669,101.512,132.182,51.8182,1,minimal,44
10006694,SEARCY COUNTY JAIL,208 FACTORY ROAD,MARSHALL,SEARCY,AR,72650,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.44979740486568354,0,4,Severe,52.23,2.39,97.31,27.89,126.68,64.77,91.66,21.71,5,severe,92
10006406,SEVIER COUNTY DETENTION CENTER,137 W. ROBINSON RD,DE QUEEN,SEVIER,AR,71832,74,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,4,Severe,90.8313,12.0361,132.578,59.9398,156.096,98.8554,126.687,52.5542,2,low,79
10006266,SHARP COUNTY DETENTION CENTER,30 A COURT STREET,ASH FLAT,SHARP,AR,72513,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.08942887666151163,0,4,Severe,65.5474,4.72632,109.432,38.8632,134.811,73.6737,104.053,33,3,moderate,85
10006405,STONE COUNTY JAIL,1009 SHERIFFS DR,MOUNTAIN VIEW,STONE,AR,72560,40,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.04455417093052609,0,4,Severe,59.1304,3.42391,102.913,32.3913,131.054,68.2174,97.3696,26.4674,4,major,88
10006404,VAN BUREN COUNTY DETENTION CENTER,184 DETENTION DR,CLINTON,VAN BUREN,AR,72031,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,56.3786,3,100.485,30.6117,129.592,67.7767,94.7379,24.4757,3,moderate,83
10000063,WASHINGTON COUNTY DETENTION CENTER,1155 CLYDESDALE DRIVE,FAYETTEVILLE,WASHINGTON,AR,72701,700,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,3,Major,50.1857,2,96.9857,27.3643,125.95,66.05,91.3643,20.2929,4,major,89
10002735,HUNT COUNTY JUVENILE DETENTION CENTER,2700 JOHNSON ST,GREENVILLE,HUNT,TX,75401,37,COUNTY,JUVENILE,CLOSED,N,1,Minimal,high,0,0,4,Severe,96.3058,9.47107,137.62,60.6446,159.669,101.512,132.182,51.8182,1,minimal,41
10000064,WASHINGTON COUNTY JUVENILE DETENTION CENTER,885 CLYDESDALE DR,FAYETTEVILLE,WASHINGTON,AR,72701,36,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,3,Major,50.1857,2,96.9857,27.3643,125.95,66.05,91.3643,20.2929,4,major,90
10006695,YELL COUNTY DETENTION FACILITY,201 E. 5TH ST,DANVILLE,YELL,AR,72833,-999,COUNTY,NOT AVAILABLE,OPEN,N,9,Not Available,low,0.8510682619074506,173,4,Severe,81.381,10.483,121.435,51.7551,146.524,89.1565,115.381,45.5646,3,moderate,83
10002732,JACK COUNTY JAIL,1432 FM 3344,JACKSBORO,JACK,TX,76458,108,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,94.2595,7.12214,133.878,51.0534,158.687,94.3588,128.802,42.542,6,extreme,97
10006902,HUNTINGTON BEACH CITY JAIL,2000 MAIN STREET,HUNTINGTON BEACH,ORANGE,CA,92648,68,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.028218075541453305,0,2,Moderate,12.7391,0,53.6087,1.25217,93.4522,10.5304,42.7652,0.634783,1,minimal,16
10003959,APACHE COUNTY JUVENILE DETENTION CENTER,50 WEST CLEVELAND STREET,SAINT JOHNS,APACHE,AZ,85936,13,COUNTY,JUVENILE,CLOSED,N,1,Minimal,high,0,0,1,Low,5.1247,0,32.5254,0.150121,66.27,2.40194,26.138,0.0478208,1,minimal,61
10002251,COCHISE COUNTY JAIL - MAIN,203 N JUDD DR,BISBEE,COCHISE,AZ,85603,160,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.25520616006346275,0,3,Major,34.233,0,88.7183,1.8405,125.42,16.2251,79.9898,1.02489,6,extreme,97
10002901,JACKSON COUNTY JAIL,115 W MAIN,EDNA,JACKSON,TX,77957,77,COUNTY,NOT AVAILABLE,OPEN,N,5,Major,high,0,13,5,Extreme,126.325,9.91228,165.939,70.0439,185.754,122.316,161.377,58.6404,1,minimal,40
10002252,COCHISE COUNTY JAIL - WILLCOX,450 S HASKELL AVE,WILLCOX,COCHISE,AZ,85643,-999,COUNTY,NOT AVAILABLE,OPEN,N,4,Moderate,medium-high,0.03243846786358156,0,3,Major,34.233,0,88.7183,1.8405,125.42,16.2251,79.9898,1.02489,5,severe,91
10006696,COCHISE COUNTY JUVENILE DETENTION CENTER,100 COLONIA DE SALUD,SIERRA VISTA,COCHISE,AZ,85635,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.07483186422390568,0,3,Major,34.233,0,88.7183,1.8405,125.42,16.2251,79.9898,1.02489,5,severe,91
10002239,COCONINO COUNTY JUVENILE DETENTION CENTER,1001 E SAWMILL RD,FLAGSTAFF,COCONINO,AZ,86001,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,2,Moderate,12.9205,0.00143164,47.8082,0.63529,81.8633,5.69041,39.9968,0.311382,2,low,78
10002240,COCONINO COUNTY DETENTION FACILITY,951 E SAWMILL RD,FLAGSTAFF,COCONINO,AZ,86001,477,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,2,Moderate,12.9205,0.00143164,47.8082,0.63529,81.8633,5.69041,39.9968,0.311382,4,major,88
10001721,ANTHONY P. TRAVISONO INTAKE SERVICE CENTER,18 SLATE HILL RD,CRANSTON,PROVIDENCE,RI,02920,1118,STATE,MAXIMUM,OPEN,N,1,Minimal,medium,0.24808713240129165,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,20
10003561,HIGH SECURITY CENTER,54 POWER RD,CRANSTON,PROVIDENCE,RI,02920,138,STATE,CLOSE,OPEN,N,1,Minimal,medium,0.3966493871052624,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,23
10003556,JOHN J MORAN MEDIUM SECURITY FACILITY,51 WEST RD,CRANSTON,PROVIDENCE,RI,02920,1126,STATE,MEDIUM,OPEN,N,1,Minimal,high,0,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,16
10003554,MAXIMUM SECURITY FACILITY,1375 PONTIAC AVE,CRANSTON,PROVIDENCE,RI,02920,409,STATE,MAXIMUM,OPEN,N,1,Minimal,high,0,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,19
10003557,MINIMUM SECURITY FACILITY,16 HOWARD AVE,CRANSTON,PROVIDENCE,RI,02920,710,STATE,MINIMUM,OPEN,N,1,Minimal,medium-high,0.05064196441670358,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,6
10001466,GILA COUNTY JUVENILE DETENTION CENTER,1425 E SOUTH ST,GLOBE,GILA,AZ,85501,-999,COUNTY,JUVENILE,OPEN,N,1,Minimal,medium-high,0.07785789864305757,0,3,Major,29.2739,0.169944,70.2739,4.68258,105.5,17.3301,61.9831,3.16713,6,extreme,97
10002831,JASPER COUNTY JAIL,101 BURCH ST,JASPER,JASPER,TX,75951,147,COUNTY,NOT AVAILABLE,OPEN,N,3,Moderate,medium-high,0.0643365078285193,0,5,Extreme,114.587,13.2464,154.304,72.8696,174.87,115.457,149.297,63.5507,1,minimal,65
10006903,ONTARIO CITY JAIL,2500 SOUTH ARCHIBALD AVENUE,ONTARIO,SAN BERNARDINO,CA,91761,40,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,82.9234,5.62458,119.444,24.733,138.952,48.733,113.482,20.2703,1,minimal,36
10003558,GLORIA MCDONALD AWAITING TRIAL / MEDIUM SEC FAC,20 FLEMING RD,CRANSTON,PROVIDENCE,RI,02920,173,STATE,MEDIUM,OPEN,N,1,Minimal,medium,0.1459353685284465,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,24
10002855,JEFFERSON COUNTY CORRECTIONAL FACILITY,5030 HWY 69 S,BEAUMONT,JEFFERSON,TX,77705,1220,COUNTY,MAXIMUM,OPEN,N,4,Moderate,high,0,0,5,Extreme,116.154,7.75735,156.654,68.1471,178.449,115.75,151.625,57.5588,4,major,89
10003971,GREENLEE COUNTY JAIL,824 SOUTH CORONADO BOULEVARD,CLIFTON,GREENLEE,AZ,85533,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,2,Moderate,19.1306,0,51.1866,1.37313,83.1343,9.39925,45.3918,0.794776,4,major,89
10003559,BERNADETTE BUILDING,15 FLEMING ROAD,CRANSTON,PROVIDENCE,RI,02920,100,STATE,MINIMUM,OPEN,N,1,Minimal,medium,0.1325898680676754,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,17
10003963,LA PAZ COUNTY ADULT DETENTION FACILITY,1111 ARIZONA AVENUE,PARKER,LA PAZ,AZ,85344,-999,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,5,Extreme,129.222,21.2339,159.902,68.0979,171.884,94.1529,154.784,58.5703,1,minimal,66
10001465,MOHAVE COUNTY JAIL,415 PINE ST,KINGMAN,MOHAVE,AZ,86401,-999,COUNTY,NOT AVAILABLE,CLOSED,N,1,Minimal,high,0,0,4,Severe,53.5268,2.27778,96.5116,13.0995,123.313,29.5581,88.549,10.2864,5,severe,91
10003551,DONALD W. WYATT DETENTION FACILITY,950 HIGH ST,CENTRAL FALLS,PROVIDENCE,RI,02863,770,MULTI,MAXIMUM,OPEN,N,1,Minimal,high,0,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,6
10000596,MOHAVE COUNTY JAIL / DETENTION,501 S. HIGHWAY 66,KINGMAN,MOHAVE,AZ,86401,688,COUNTY,NOT AVAILABLE,OPEN,N,8,Severe,high,0,34,4,Severe,53.5268,2.27778,96.5116,13.0995,123.313,29.5581,88.549,10.2864,6,extreme,96
10000602,MARICOPA COUNTY JAIL - 4TH AVENUE JAIL,201 S 4TH AVE,PHOENIX,MARICOPA,AZ,85003,2064,COUNTY,MAXIMUM,OPEN,N,1,Minimal,high,0,0,5,Extreme,124.317,19.3959,157.161,65.0339,171.345,91.773,151.663,55.8982,1,minimal,6
10000607,MARICOPA COUNTY JAIL - DURANGO JAIL,3225 W GIBSON LANE,PHOENIX,MARICOPA,AZ,85009,2195,COUNTY,MEDIUM,OPEN,N,1,Minimal,medium,0.22525792173855988,0,5,Extreme,124.317,19.3959,157.161,65.0339,171.345,91.773,151.663,55.8982,1,minimal,61
10003956,MOHAVE COUNTY JUVENILE DETENTION FACILITY,300 WEST ANDY DEVINE AVENUE,KINGMAN,MOHAVE,AZ,86402,47,COUNTY,JUVENILE,OPEN,N,1,Minimal,high,0,0,4,Severe,53.5268,2.27778,96.5116,13.0995,123.313,29.5581,88.549,10.2864,5,severe,93
10000611,MARICOPA COUNTY JAIL - ESTRELLA JAIL,2939 W DURANGO ROAD,PHOENIX,MARICOPA,AZ,85009,1380,COUNTY,MAXIMUM,OPEN,N,4,Moderate,medium-high,0.03928418918275735,0,5,Extreme,124.317,19.3959,157.161,65.0339,171.345,91.773,151.663,55.8982,1,minimal,6
10005739,KARNES COUNTY JAIL,500 E WALL STREET,KARNES CITY,KARNES,TX,78118,50,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,medium-high,0.058619084917728666,0,5,Extreme,125.324,10.0784,165.118,66.9608,184.539,116.431,160.637,57.4412,1,minimal,75
10004427,KERR COUNTY JAIL,400 CLEARWATER PASEO,KERRVILLE,KERR,TX,78028,328,COUNTY,NOT AVAILABLE,OPEN,N,1,Minimal,high,0,0,4,Severe,71.7484,0,125.335,10.9161,157.574,58.9871,119.89,6.61935,1,minimal,71
10003553,RI TRAINING SCHOOL / YOUTH DEVELOPMENT CENTER,57 POWER RD,CRANSTON,PROVIDENCE,RI,02920,-999,STATE,JUVENILE,OPEN,N,1,Minimal,medium,0.33029116024244004,0,1,Low,9.47945,0,36.274,3.71233,65.7945,17.411,30.3836,2.10959,1,minimal,26
10003955,HUALAPAI ADULT DETENTION CENTER,924 RODEO WAY,PEACH SPRINGS,MOHAVE,AZ,86434,40,LOCAL,NOT AVAILABLE,OPEN,N,1,Minimal,medium,0.25071282122125127,0,4,Severe,53.5268,2.27778,96.5116,13.0995,123.313,29.5581,88.549,10.2864,4,major,88
10003980,PIMA COUNTY JAIL - MINIMUM SECURITY FACILITY,1801 SOUTH MISSION ROAD,TUCSON,PIMA,AZ,85713,-999,COUNTY,MINIMUM,OPEN,N,1,Minimal,high,0,0,5,Extreme,105.023,7.69102,143.895,41.7207,165.355,74.1568,137.446,33.688,1,minimal,66
10006697,HUALAPAI JUVENILE DETENTION AND REHABILITATION CENTER,108 HIGH VIEW DR,PEACH SPRINGS,MOHAVE,AZ,86434,30,LOCAL,JUVENILE,OPEN,N,1,Minimal,high,0,0,4,Severe,53.5268,2.27778,96.5116,13.0995,123.313,29.5581,88.549,10.2864,4,major,89
